text,fraudulent,fraud_probability,legitimate_probability
"business development manager we are currently looking for a client-focused and results-driven business development manager to join our team. working with market leading products and backed by a strong training and development team, this role focuses on developing you and your team with a suite of products in the education sector. a high level of understanding of current social marketing trends will be important in ensuring you stand out from your peers. this is a challenging role suited to a well-connected and experienced sales professional with a proven track record of instigating growth, develop and achieving targets. this role involves: opening doors in niche markets achieving sales targets promoting your unique proposition to be considered for this attractive opportunity, apply now. the successful candidate will: be an enthusiastic, energetic and a motivated self-starter be experienced in solution selling be able to generate new sales leads have excellent communication, interpersonal and presentation skills be experienced in working with team",1,0.0074124640364894275,0.9925875359635105
"entry level medical transcriptionist we need a medical transcriptionist who will transcribe reports recorded by physicians and other healthcare practitioners. the types of documents include items such as, letters, chart notes and reports. you will work from home via a virtual project management site. you will be transcribing audio recordings into printed reports. these recordings, dictated by physicians or other healthcare professionals, become part of permanent written records by way of your transcription services. additional responsibilities of the role include: transcribing dictation for a variety of reports, including: patient histories physical examinations emergency room visits operations chart reviews consultations discharge summaries translating medical jargon and abbreviations into their expanded forms ensuring the accuracy of patient and health care facility records editing as necessary and returning reports in electronic form for review completing work on time, within a 24 hour time frame transcribing dictation for a variety of reports, including: patient histories physical examinations emergency room visits operations chart reviews consultations discharge summaries translating medical jargon and abbreviations into their expanded forms ensuring the accuracy of patient and health care facility records editing as necessary and returning reports in electronic form for review completing work on time, within a 24 hour time frame other benefits of the transcriber position include: work at home and at your own pace you make your own schedule ability to work day or night depending on your preference high demand in several industries for transcribers ability to spend more time with your family avoid expenses such as daycare save money on gas and business office attire less wear and tear on your vehicle lowers your auto insurance flexibility and freedom to manage yourself!",1,0.3497425190018419,0.6502574809981582
"fidelity the key to this position is that steve wants to see how people think. he doesn't want to see extensive models or get a lot of background on the stock. he wants the person to dive into the analysis of the stock and really show why they believe the stock can move. so for example he would rather see that you've done your research on apple and believe that x million people will buy their smartwatch because of reasons x, y, z and support those reasons. then establish what you think the price is going to be for the product and then that should lead to t amount of profit which should boost the stock by some amount. i don't even think the person needs to give a predicted stock price just what the upside is in terms of profit. if they can calculate a stock price that's obviously beneficial. also i dont want just finance majors. we need to see a diversity of talent from multiple different majors and i would love to put together a team with some science students on it.",1,0.020155196331042062,0.9798448036689579
"graphite expert (remote position) position: graphite expert location: san francisco, ca duration: 3 months contract we have an urgent need for a graphite expert should be able to setup a highly scalable graphite environment. offshore or onsite is ok. duration : max 3 months. should be able to setup a highly scalable graphite environment.",1,0.3397465530103463,0.6602534469896537
"software design engineer software design engineer qualified candidates are encouraged to apply directly to this job posting. direct email and phone calls are not being considered. thank you for your cooperation. please no recruiters. job description tv2 consulting's is a system integrator for the worlds #1 tv and ip video platform - mediaroom. tv2 develops software products that empower mediaroom operators to deliver the best customer experience. tv2 is looking for a software design engineer to join the team. our team is laser focused on delighting customers with solutions that solve customer pain points. our agile development process is designed so that customer feedback can be incorporated often and quickly. engineers are given a broad responsibilities spanning the software lifecycle from product requirements to technical implementation to customer integration. our primary platform is the windows stack (#url_01a736d89d2f0b19de700923d2c312837e180465650804d0f84105352812bf9a# web services, sql server). server-based applications need to be architected for robustness and scale for large data sets. skills necessary - 5+ years architecting, designing and implementing with #url_01a736d89d2f0b19de700923d2c312837e180465650804d0f84105352812bf9a# and c# - 5+ years developing web user interfaces using html, ajax, css, json, javascipt and jquery - 5+ years designing database schemas and t-sql programming - demonstrated experience in developing large-volume, high-traffic, highly scalable server based systems a plus - entrepreneurial with background in consulting a plus about tv2 consulting ( #url_8040ea0a226e8756f5cb6f6a98eaace3773b6044990ac0af7b9c91cf65e7a2a5# ) tv2 was founded in 2007 by microsoft alum jason chan whom worked as a developer on the product. our mission is to enable operators to quickly ramp and operate iptv by providing end-to-end services from solutions architecture/integration to deployment and ongoing lab support. we do this through our diverse world-class industry certified engineering team as well as through state-of-the-art software. our satisfied clients include tier 1, tier 2 and tier 3 operators across the united states, canada, europe and latin america. qualified candidates are encouraged to apply directly to this job posting. direct email and phone calls are not being considered. thank you for your cooperation. please no recruiters.",1,0.025118434308125243,0.9748815656918747
company representative needed our motherless world for charity location has an immediate part-time opening for a company representative. must be available weekdays and weekends. wage: $10 per hour. must be at least 18 years old. must have some experience. be authorized to work in the united #url_621ecc6fa2b9373499da4ba5ee79700d59706de03cf260ff4122443159b609a1# someone to help collect funds from creditors must have a paypal account. bonus will be given base on base on the amount help to collect.,1,0.04166183880585222,0.9583381611941478
office assistant a los angeles based real estate firm is in need of an office assistant for an immediate opening. job duties include: providing excellent customer service to current and prospective clients scanning documents process incoming and outgoing mail proofreading documents the position hours are monday through friday from 9:00 am – 5:00 pm. the position will pay between $15.00 - $20.00 per hour during the temporary period and could become permanent placement for the right candidate. the position requires: a minimum of 1-2 years of prior administrative support experience proficiency in ms office excellent communication skills a stable work history detail oriented please apply online for immediate consideration. refer to job #tf570 and attach a resume when applying. all qualified candidates will be contacted. excellent interpersonal skills dental paid vacation,1,0.4277058698082046,0.5722941301917954
"brand partner looking for motivated and hardworking individuals. *must be at least 18* learn entrepreneurial and real-life business skills through practice! work face to face marketing; become successful while being social! vemma is a health and nutritional company that is worth over $120 million and is on the rise! if you are looking for a great opportunity to consume very healthy products and get paid to promote them through your friend and family market, contact zack, space is limited!",1,0.012382990303403266,0.9876170096965967
"administrative the administrative assistant will be responsible for providing clerical and administrative support. operates in a manner that ensures compliant, ethical practices. good verbal, written and interpersonal skills. strong organizational skills, attention to detail and accuracy. strong negotiation skills. strong written and spoken communication #url_faedcd694481343c9a9e145c5f7ab5784f7385d1437fb5e7a0348cc1179484a6# ability managing multiple priorities and systems in a fast-paced environment. self-directed and #url_b436b03401b881b726656ad50ef808062ca24f86851e7367ecbe9e88067a00e0# in the use of microsoft office, i.e. word, excel and outlook. must be organized with strong verbal and written skills.",1,0.4770839440118824,0.5229160559881175
"quant analyst our client is an award winning high-frequency prop. trading firm specializing in trading f ixed income, equity, and oil options looking for an experience quant. they're based in the city, and they're looking for a quant analyst with a very strong academic background and 2-5 years of experience to join their team. the position reports to the head of financial engineering and you would be working with other quants in the team. the quant analyst would be responsible for: statistical analysis of historic &amp; realtime data define &amp; identify data of value to our client's businesses. add statistical understanding to the data-mining process, drawing out trends &amp; strategies for arbitrage, prop &amp; sales trading. working closely with software development to bring data and data-analysis to the front-office risk &amp; trading system. gain a strong understanding of derivatives theory and its application within the context of our client's business models. understand the implementations of specific maths functions eg. vol and pricing modes, greeks, risk analyses. contribute to the financial engineering support role and eventually provide the primary support resource quantitative skills develop programming expertise using c++ within a unix/linux environment contribute to the development of new mathematical implementations to further enhance our competitive edge in the market place skills set and experience experience working on the statistical analysis of large datasets numerical degree - eg. maths, engineering, physics, numerical science or related basic coding strong personality fit within the company culture. ability and desire to work directly experience working as a quant in a financial trading company experience working with with traders and software developers. desire to work directly on the support and development of mathematical implementations within the context of our client's trading businesses. experience using statistical analysis in a financial market environment. coding in single threaded or multi-threaded environments - eg. vb/vba, java, c#, c++ ideal candidates will have experience coding in c++ unix/linux experience. excellent bonus potential, up to double the basic depending on personal and company performance",1,0.011747500766290065,0.98825249923371
"sales associate home security sales (inside/outside) data compilation of prospective sales leads. these leads usually come from various sources that we provide and those such as business directories, prospecting, and web sites to name a few. sales persons typically travel regularly throughout their assigned territories to call on prospects and their accounts or work in a telemarketing role in inside sales .through the use of displays and product samples the sales person focuses on the marketable aspect of the home security and telecommunications industry. they provide quotes, give the client the terms of credit and make installation preparation. often times they work with the inside sales team and telemarketing group to make sure that account activities, and customer service related details are being taken care of. they help coordinate customer training, and the entry of customer data into the client relationship database. applicant will assist in generating sales of products and data. applicants should be aware of the booming home security industry and be willing to help protect our potential clients with our services as well as be timely and punctual for daily meeting and training. prior sales exp with: cable internet home security profit sharing bonus",1,0.02088768375104164,0.9791123162489583
"sales associate sales associates - change your life unemployed, underemployed or unhappy because of todays changed economy? learn to take control of your life. we offer a multi award winning, accredited success education program and we require talented sales professionals to keep up with the demands of those products in the market place. while no experience is necessary, as we offer full training to qualified candidates, it will be important that you conduct yourself in a professional and positive manner. influence what you achieve. start now. change your life. we will give you the tools to succeed. i look forward to working with you on your next journey. reach out to me on #url_fb7cb83b9083b915f641adaee11f90f212874ba9f2d3acbda21d19d45bdcfec2# and i will come back to you as soon as you send your details.",1,0.30817146434495196,0.691828535655048
"casual job/immediate start looking for work? we are looking for a self motivate and energetic person to join our team. the role is based in sydney. - weekly earnings - $400 - $450 - no experience necessary - training provided - great team culture and immediate start!!! must be 18+ to apply part time position, must be available mon-fri you will be expected to have excellent communication skills and a hunger for success. applicants must be permanent australian residents – ideally seeking a permanent opportunity. we are looking forward for your cv with your full name and e-mail at #email_0226e2f4fe7582986cb4d8285983a03f8444fb44d8a778c791fecb37fc1b810c# - no experience necessary - training provided - great team culture and immediate start!!!",1,0.22350377418066894,0.7764962258193311
